"Sex","Breed","Weight"
"Male","Domestic Long Hair",10.0181
"Female","Domestic Medium Hair",10.8755
"Female","Domestic Short Hair",8.2246
"Female","Domestic Short Hair",8.5126
"Male","Domestic Medium Hair",9.6606
"Female","Domestic Medium Hair",9.2768
"Male","Domestic Long Hair",10.954
"Male","Domestic Short Hair",7.7624
"Male","Domestic Medium Hair",10.4006
"Female","Domestic Long Hair",10.012
"Male","Domestic Medium Hair",9.8428
"Female","Domestic Short Hair",8.9676
"Male","Domestic Long Hair",11.4317
"Male","Domestic Short Hair",8.5266
"Female","Domestic Short Hair",8.3014
"Female","Domestic Medium Hair",8.5415
"Female","Domestic Medium Hair",10.5627
"Female","Domestic Medium Hair",9.3289
"Female","Domestic Medium Hair",9.7728
"Female","Domestic Long Hair",10.9761
"Female","Domestic Medium Hair",10.0752
"Female","Domestic Short Hair",9.8096
"Female","Domestic Medium Hair",10.057
"Female","Domestic Short Hair",9.1908
"Female","Domestic Medium Hair",8.316
"Female","Domestic Long Hair",9.698
"Female","Domestic Medium Hair",9.6956
"Male","Domestic Medium Hair",10.0753
"Male","Domestic Long Hair",11.9707
"Male","Domestic Long Hair",12.0201
"Male","Domestic Long Hair",11.4807
"Male","Domestic Medium Hair",8.905
"Male","Domestic Medium Hair",10.0025
"Female","Domestic Long Hair",9.611
"Female","Domestic Short Hair",8.036
"Female","Domestic Medium Hair",9.9042
"Male","Domestic Short Hair",11.7075
"Male","Domestic Short Hair",9.1372
"Female","Domestic Long Hair",11.1288
"Female","Domestic Long Hair",10.4695
"Female","Domestic Short Hair",8.8122
"Male","Domestic Medium Hair",10.7996
"Male","Domestic Short Hair",9.7693
"Male","Domestic Short Hair",8.6729
"Female","Domestic Medium Hair",10.3373
"Female","Domestic Medium Hair",9.3936
"Female","Domestic Long Hair",10.8206
"Female","Domestic Medium Hair",10.2118
"Female","Domestic Short Hair",10.7287
"Male","Domestic Short Hair",9.1641
"Female","Domestic Long Hair",8.3779
"Male","Domestic Short Hair",9.59
"Male","Domestic Long Hair",10.7717
"Male","Domestic Short Hair",10.1665
"Male","Domestic Medium Hair",9.0402
"Female","Domestic Long Hair",10.2344
"Female","Domestic Long Hair",9.9264
"Female","Domestic Medium Hair",7.1243
"Female","Domestic Medium Hair",9.5129
"Male","Domestic Long Hair",12.4495
"Female","Domestic Short Hair",7.1756
"Female","Domestic Medium Hair",8.3894
"Male","Domestic Medium Hair",9.3324
"Male","Domestic Short Hair",10.6852
"Male","Domestic Medium Hair",10.6006
"Female","Domestic Long Hair",11.5858
"Female","Domestic Short Hair",9.842
"Male","Domestic Long Hair",11.2905
"Male","Domestic Short Hair",8.9245
"Male","Domestic Medium Hair",10.265
"Male","Domestic Medium Hair",9.9758
"Female","Domestic Short Hair",6.2866
"Female","Domestic Short Hair",9.2998
"Male","Domestic Short Hair",8.465
"Male","Domestic Medium Hair",10.2039
"Female","Domestic Medium Hair",9.3175
"Male","Domestic Short Hair",9.618
"Female","Domestic Long Hair",9.359
"Female","Domestic Short Hair",7.4304
"Male","Domestic Long Hair",11.5844
"Female","Domestic Long Hair",8.8962
"Male","Domestic Long Hair",11.9876
"Male","Domestic Long Hair",12.1041
"Female","Domestic Medium Hair",8.4878
"Female","Domestic Medium Hair",10.5849
"Female","Domestic Short Hair",7.9141
"Male","Domestic Long Hair",11.7099
"Male","Domestic Long Hair",11.9807
"Male","Domestic Long Hair",11.6999
"Female","Domestic Medium Hair",9.0333
"Female","Domestic Medium Hair",8.7198
"Male","Domestic Long Hair",11.3461
"Male","Domestic Short Hair",11.682
"Female","Domestic Medium Hair",7.5757
"Male","Domestic Long Hair",12.5974
"Male","Domestic Medium Hair",7.9015
"Female","Domestic Long Hair",10.0638
"Female","Domestic Short Hair",8.5844
"Male","Domestic Medium Hair",9.3808
"Female","Domestic Short Hair",9.3237
"Male","Domestic Short Hair",10.1965
"Male","Domestic Long Hair",11.7666
"Female","Domestic Medium Hair",11.0425
"Female","Domestic Medium Hair",7.2175
"Female","Domestic Medium Hair",9.1338
"Male","Domestic Short Hair",7.9594
"Female","Domestic Long Hair",9.0232
"Male","Domestic Short Hair",11.5677
"Female","Domestic Short Hair",9.0365
"Male","Domestic Short Hair",9.615
"Female","Domestic Short Hair",10.659
"Female","Domestic Medium Hair",7.6574
"Female","Domestic Long Hair",9.8926
"Male","Domestic Short Hair",8.6384
"Female","Domestic Short Hair",8.658
"Female","Domestic Short Hair",9.4866
"Female","Domestic Medium Hair",9.7893
"Male","Domestic Medium Hair",9.4253
"Female","Domestic Long Hair",11.5128
"Male","Domestic Long Hair",12.2685
"Male","Domestic Long Hair",10.9539
"Male","Domestic Medium Hair",9.7303
"Male","Domestic Long Hair",12.9581
"Male","Domestic Medium Hair",9.5545
"Male","Domestic Long Hair",10.4392
"Female","Domestic Medium Hair",9.3485
"Female","Domestic Medium Hair",8.8168
"Female","Domestic Long Hair",11.6704
"Male","Domestic Long Hair",10.6357
"Female","Domestic Short Hair",9.28
"Female","Domestic Medium Hair",8.6341
"Female","Domestic Short Hair",7.877
"Female","Domestic Short Hair",8.5289
"Female","Domestic Long Hair",10.7034
"Female","Domestic Long Hair",10.7046
"Female","Domestic Medium Hair",10.9375
"Male","Domestic Long Hair",12.0028
"Female","Domestic Short Hair",8.1133
"Female","Domestic Long Hair",9.7309
"Female","Domestic Medium Hair",11.821
"Male","Domestic Short Hair",10.2842
"Male","Domestic Long Hair",10.7849
"Female","Domestic Short Hair",6.9101
"Male","Domestic Long Hair",9.7882
"Female","Domestic Short Hair",8.2409
"Male","Domestic Short Hair",7.8163
"Female","Domestic Medium Hair",8.4007
"Female","Domestic Long Hair",11.7686
"Female","Domestic Short Hair",8.0203
"Female","Domestic Short Hair",8.5439
"Male","Domestic Medium Hair",9.3123
"Male","Domestic Medium Hair",11.6024
"Male","Domestic Short Hair",7.1688
"Female","Domestic Long Hair",11.502
"Female","Domestic Short Hair",7.383
"Female","Domestic Long Hair",9.4642
"Male","Domestic Short Hair",8.4902
"Female","Domestic Short Hair",7.2426
"Male","Domestic Short Hair",10.2472
"Female","Domestic Medium Hair",8.3473
"Male","Domestic Long Hair",11.1955
"Female","Domestic Long Hair",10.8395
"Female","Domestic Short Hair",10.2655
"Male","Domestic Long Hair",8.6759
"Male","Domestic Medium Hair",9.5069
"Female","Domestic Long Hair",10.7691
"Male","Domestic Short Hair",9.8969
"Male","Domestic Short Hair",7.8369
"Male","Domestic Medium Hair",10.657
"Male","Domestic Long Hair",11.3386
"Male","Domestic Medium Hair",12.613
"Female","Domestic Short Hair",8.9871
"Male","Domestic Long Hair",12.1362
"Female","Domestic Long Hair",9.3841
"Male","Domestic Long Hair",10.8242
"Male","Domestic Medium Hair",11.9866
"Female","Domestic Short Hair",8.763
"Male","Domestic Long Hair",10.4873
"Male","Domestic Medium Hair",10.0918
"Male","Domestic Medium Hair",9.9972
"Female","Domestic Medium Hair",7.8735
"Female","Domestic Medium Hair",9.2936
"Female","Domestic Medium Hair",10.172
"Male","Domestic Medium Hair",12.4427
"Male","Domestic Long Hair",11.3342
"Female","Domestic Long Hair",11.2872
"Male","Domestic Long Hair",10.3743
"Female","Domestic Short Hair",9.6188
"Female","Domestic Long Hair",10.4716
"Female","Domestic Long Hair",8.9683
"Female","Domestic Medium Hair",9.7436
"Female","Domestic Medium Hair",10.4869
"Male","Domestic Long Hair",11.3793
"Male","Domestic Long Hair",11.7417
"Female","Domestic Long Hair",8.3658
"Female","Domestic Short Hair",7.6569
"Female","Domestic Medium Hair",9.8502
"Female","Domestic Medium Hair",8.9698
"Male","Domestic Medium Hair",10.377
"Male","Domestic Short Hair",7.897
"Male","Domestic Long Hair",12.9433
"Female","Domestic Medium Hair",7.401
"Female","Domestic Short Hair",8.3111
"Female","Domestic Long Hair",10.2481
"Male","Domestic Long Hair",10.4396
"Female","Domestic Medium Hair",9.9351
"Female","Domestic Short Hair",8.4905
"Female","Domestic Long Hair",10.9929
"Male","Domestic Short Hair",7.283
"Male","Domestic Long Hair",10.8548
"Male","Domestic Long Hair",11.6275
"Female","Domestic Medium Hair",10.5635
"Female","Domestic Medium Hair",10.9374
"Male","Domestic Long Hair",10.5267
"Female","Domestic Short Hair",7.7565
"Female","Domestic Medium Hair",9.9942
"Female","Domestic Medium Hair",10.8394
"Male","Domestic Short Hair",9.498
"Female","Domestic Medium Hair",10.9996
"Female","Domestic Medium Hair",10.7669
"Male","Domestic Long Hair",12.6773
"Female","Domestic Medium Hair",9.3379
"Male","Domestic Long Hair",12.0045
"Male","Domestic Short Hair",8.9782
"Male","Domestic Short Hair",9.9388
"Female","Domestic Medium Hair",9.7534
"Male","Domestic Short Hair",8.3783
"Female","Domestic Long Hair",9.6652
"Male","Domestic Short Hair",8.5098
"Female","Domestic Long Hair",9.9448
"Female","Domestic Long Hair",9.7084
"Male","Domestic Short Hair",11.1091
"Male","Domestic Long Hair",11.4709
"Female","Domestic Medium Hair",10.0066
"Female","Domestic Medium Hair",10.1812
"Male","Domestic Short Hair",7.8867
"Female","Domestic Long Hair",9.6801
"Male","Domestic Medium Hair",9.2645
"Male","Domestic Short Hair",10.3971
"Male","Domestic Medium Hair",9.6056
"Female","Domestic Long Hair",9.49
"Female","Domestic Long Hair",8.5015
"Male","Domestic Medium Hair",9.7356
"Female","Domestic Long Hair",11.0121
"Female","Domestic Short Hair",8.3617
"Female","Domestic Short Hair",9.6277
"Female","Domestic Long Hair",8.8422
"Female","Domestic Medium Hair",9.0214
"Male","Domestic Long Hair",11.583
"Female","Domestic Short Hair",7.3873
"Female","Domestic Long Hair",9.9308
"Female","Domestic Short Hair",7.5558
"Female","Domestic Short Hair",7.1901
"Female","Domestic Medium Hair",8.7217
"Female","Domestic Short Hair",8.9052
"Male","Domestic Long Hair",11.5999
"Female","Domestic Short Hair",10.4594
"Female","Domestic Short Hair",7.7121
"Female","Domestic Short Hair",9.7598
"Female","Domestic Medium Hair",8.823
"Male","Domestic Short Hair",8.3836
"Female","Domestic Medium Hair",9.714
"Male","Domestic Long Hair",12.3383
"Female","Domestic Short Hair",8.7425
"Female","Domestic Short Hair",8.1199
"Female","Domestic Medium Hair",9.7742
"Male","Domestic Long Hair",12.0966
"Female","Domestic Medium Hair",9.7929
"Female","Domestic Short Hair",5.7676
"Male","Domestic Short Hair",7.9758
"Female","Domestic Medium Hair",10.3457
"Male","Domestic Short Hair",8.4226
"Female","Domestic Short Hair",7.1058
"Female","Domestic Short Hair",8.3817
"Male","Domestic Short Hair",7.7753
"Male","Domestic Medium Hair",10.1271
"Female","Domestic Long Hair",10.1421
"Male","Domestic Long Hair",9.8121
"Male","Domestic Long Hair",10.7813
"Male","Domestic Long Hair",11.592
"Female","Domestic Short Hair",8.0647
"Male","Domestic Short Hair",8.1712
"Female","Domestic Medium Hair",10.9022
"Male","Domestic Short Hair",9.5128
"Female","Domestic Medium Hair",9.4083
"Female","Domestic Long Hair",9.5405
"Male","Domestic Short Hair",8.3363
"Female","Domestic Medium Hair",8.2593
"Female","Domestic Medium Hair",11.5198
"Female","Domestic Long Hair",9.2164
"Female","Domestic Medium Hair",10.8842
"Female","Domestic Medium Hair",9.8003
"Male","Domestic Short Hair",8.1143
"Female","Domestic Medium Hair",8.943
"Female","Domestic Long Hair",9.138
"Female","Domestic Medium Hair",9.5278
"Female","Domestic Short Hair",8.5822
"Female","Domestic Medium Hair",10.2489
"Female","Domestic Short Hair",8.1924
"Male","Domestic Short Hair",9.7789
"Female","Domestic Long Hair",9.2403
"Female","Domestic Medium Hair",9.4548
"Male","Domestic Medium Hair",10.0948
"Male","Domestic Short Hair",8.9902
"Male","Domestic Long Hair",10.2688
"Female","Domestic Long Hair",10.0783
"Female","Domestic Short Hair",8.7765
"Male","Domestic Short Hair",9.6516
"Male","Domestic Medium Hair",9.9749
"Female","Domestic Short Hair",9.1967
"Female","Domestic Medium Hair",9.5817
"Male","Domestic Short Hair",6.6866
"Female","Domestic Short Hair",8.6999
"Female","Domestic Short Hair",7.4852
"Female","Domestic Long Hair",10.6648
"Female","Domestic Long Hair",11.2565
"Female","Domestic Short Hair",8.3024
"Male","Domestic Long Hair",11.9506
"Female","Domestic Short Hair",10.0118
"Male","Domestic Medium Hair",10.2372
"Male","Domestic Medium Hair",9.9052
"Male","Domestic Long Hair",8.6025
"Female","Domestic Short Hair",9.3333
"Female","Domestic Medium Hair",9.143
"Female","Domestic Long Hair",7.9171
"Female","Domestic Long Hair",11.6308
"Female","Domestic Medium Hair",10.8228
"Male","Domestic Short Hair",9.745
"Male","Domestic Long Hair",9.3868
"Female","Domestic Short Hair",8.5589
"Male","Domestic Long Hair",10.1572
"Female","Domestic Short Hair",10.0134
"Male","Domestic Short Hair",8.258
"Male","Domestic Medium Hair",9.0874
"Female","Domestic Short Hair",7.2319
"Female","Domestic Short Hair",8.7258
"Male","Domestic Short Hair",9.4836
"Female","Domestic Short Hair",7.1395
"Male","Domestic Short Hair",7.5167
"Female","Domestic Medium Hair",8.9391
"Female","Domestic Short Hair",10.208
"Female","Domestic Medium Hair",11.197
"Male","Domestic Long Hair",11.7155
"Male","Domestic Long Hair",12.7418
"Female","Domestic Short Hair",7.806
"Female","Domestic Short Hair",9.8308
"Female","Domestic Long Hair",9.2174
"Male","Domestic Short Hair",10.1665
"Female","Domestic Long Hair",10.2593
"Female","Domestic Long Hair",10.2811
"Female","Domestic Medium Hair",10.3798
"Male","Domestic Short Hair",9.0773
"Male","Domestic Short Hair",6.4086
"Female","Domestic Short Hair",8.3816
"Male","Domestic Long Hair",10.7162
"Male","Domestic Medium Hair",8.6966
"Male","Domestic Long Hair",10.9344
"Male","Domestic Long Hair",12.026
"Male","Domestic Short Hair",9.3381
"Female","Domestic Long Hair",10.3366
"Female","Domestic Short Hair",8.735
"Female","Domestic Medium Hair",9.3496
"Male","Domestic Long Hair",10.2
"Male","Domestic Short Hair",11.2686
"Male","Domestic Long Hair",12.9706
"Male","Domestic Short Hair",9.7713
"Female","Domestic Medium Hair",11.8217
"Male","Domestic Short Hair",8.9645
"Male","Domestic Short Hair",8.0007
"Male","Domestic Long Hair",9.6851
"Male","Domestic Long Hair",12.2979
"Female","Domestic Short Hair",8.3163
"Female","Domestic Medium Hair",10.8076
"Female","Domestic Short Hair",8.7769
"Male","Domestic Medium Hair",9.1967
"Female","Domestic Medium Hair",10.8566
"Female","Domestic Medium Hair",10.467
"Female","Domestic Medium Hair",11.437
"Male","Domestic Medium Hair",10.1575
"Female","Domestic Medium Hair",9.3202
"Male","Domestic Medium Hair",9.7996
"Female","Domestic Short Hair",7.7275
"Female","Domestic Medium Hair",8.9733
"Male","Domestic Medium Hair",11.6432
"Male","Domestic Long Hair",11.3719
"Female","Domestic Short Hair",8.1973
"Female","Domestic Long Hair",9.769
"Female","Domestic Short Hair",7.9489
"Male","Domestic Medium Hair",8.8311
"Male","Domestic Short Hair",7.7924
"Male","Domestic Short Hair",8.1269
"Female","Domestic Short Hair",9.2991
"Female","Domestic Long Hair",9.4479
"Male","Domestic Short Hair",6.5723
"Male","Domestic Medium Hair",7.4719
"Male","Domestic Long Hair",11.3264
"Female","Domestic Medium Hair",9.6352
"Male","Domestic Long Hair",10.5584
"Male","Domestic Long Hair",10.0892
"Female","Domestic Medium Hair",10.1422
"Female","Domestic Short Hair",8.0171
"Female","Domestic Medium Hair",10.7267
"Male","Domestic Medium Hair",10.9057
"Female","Domestic Medium Hair",9.5732
"Female","Domestic Long Hair",10.3631
"Male","Domestic Long Hair",8.8207
"Female","Domestic Medium Hair",8.5598
"Female","Domestic Medium Hair",9.2294
"Male","Domestic Short Hair",9.6017
"Male","Domestic Short Hair",9.9583
"Male","Domestic Long Hair",11.9716
"Male","Domestic Short Hair",7.3618
"Male","Domestic Medium Hair",9.3058
"Male","Domestic Long Hair",11.7849
"Male","Domestic Long Hair",10.2404
"Female","Domestic Medium Hair",8.137
"Male","Domestic Short Hair",9.5099
"Male","Domestic Short Hair",8.3201
"Male","Domestic Short Hair",11.0143
"Female","Domestic Short Hair",6.417
"Male","Domestic Short Hair",9.7425
"Female","Domestic Long Hair",11.1362
"Male","Domestic Medium Hair",10.1054
"Female","Domestic Medium Hair",9.8775
"Male","Domestic Short Hair",10.3595
"Male","Domestic Short Hair",7.2123
"Female","Domestic Medium Hair",9.7575
"Male","Domestic Short Hair",9.3016
"Female","Domestic Short Hair",8.3741
"Female","Domestic Medium Hair",10.3026
"Female","Domestic Long Hair",10.6188
"Male","Domestic Medium Hair",8.4838
"Female","Domestic Medium Hair",10.1648
"Male","Domestic Medium Hair",10.3253
"Female","Domestic Short Hair",6.8504
"Female","Domestic Medium Hair",9.0472
"Male","Domestic Medium Hair",9.0567
"Male","Domestic Long Hair",10.6375
"Male","Domestic Short Hair",9.2213
"Male","Domestic Medium Hair",7.2464
"Female","Domestic Medium Hair",10.0388
"Male","Domestic Long Hair",10.6969
"Male","Domestic Short Hair",9.4364
"Female","Domestic Medium Hair",8.7582
"Male","Domestic Long Hair",10.0349
"Female","Domestic Medium Hair",9.5262
"Female","Domestic Medium Hair",9.8295
"Male","Domestic Medium Hair",11.0604
"Female","Domestic Medium Hair",10.6474
"Male","Domestic Long Hair",12.5
"Male","Domestic Medium Hair",10.8359
"Female","Domestic Medium Hair",8.5947
"Male","Domestic Short Hair",7.2247
"Female","Domestic Short Hair",8.4941
"Male","Domestic Medium Hair",12.0632
"Female","Domestic Long Hair",10.8964
"Female","Domestic Short Hair",7.9627
"Male","Domestic Short Hair",8.8365
"Male","Domestic Short Hair",8.212
"Female","Domestic Long Hair",10.7388
"Male","Domestic Medium Hair",9.9211
"Male","Domestic Long Hair",10.2015
"Female","Domestic Short Hair",8.9533
"Male","Domestic Short Hair",10.5625
"Male","Domestic Long Hair",9.795
"Male","Domestic Medium Hair",9.6491
"Female","Domestic Medium Hair",10.1294
"Female","Domestic Medium Hair",10.7989
"Female","Domestic Medium Hair",9.3867
"Male","Domestic Short Hair",8.6343
"Male","Domestic Long Hair",12.706
"Female","Domestic Long Hair",12.5219
"Female","Domestic Short Hair",9.4972
"Female","Domestic Long Hair",10.0491
"Female","Domestic Long Hair",10.7088
"Male","Domestic Long Hair",12.8934
"Male","Domestic Medium Hair",11.1781
